object index,object name,correct x,correct y,final placement x,final placement y,final time (ms),absolute distance,correct result,number placements,all placements,all times,trial,trial type,run
1,Hat.ico     ,0.339,0.801,0.251,0.784,5360.0,17.02913092321508,0,1,"[(0.251, 0.784)]",[5360.0],0,P,a
2,HORLOGE.ICO ,0.512,0.532,0.532,0.563,3196.0,7.009429363364741,0,1,"[(0.532, 0.563)]",[3196.0],0,P,a
1,Hat.ico     ,0.381,0.357,0.366,0.467,2630.0,21.0934231456158,0,1,"[(0.366, 0.467)]",[2630.0],1,P,a
2,HORLOGE.ICO ,0.822,0.442,0.713,0.634,4864.0,41.94871273352736,0,1,"[(0.713, 0.634)]",[4864.0],1,P,a
1,Hat.ico     ,0.512,0.532,0.225,0.798,9880.0,74.34926025186802,0,1,"[(0.225, 0.798)]",[9880.0],2,P,a
2,HORLOGE.ICO ,0.339,0.801,0.603,0.517,7379.0,73.67297469221668,0,1,"[(0.603, 0.517)]",[7379.0],2,P,a
1,AARDAPP.ICO ,0.827,0.467,0.822,0.595,63586.0,24.338547614843407,0,1,"[(0.822, 0.595)]",[63586.0],3,B,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.131,0.808,25940.0,13.20207186239525,0,1,"[(0.131, 0.808)]",[25940.0],3,B,a
3,Alarm.ico   ,0.5971014,0.1337386,0.516,0.228,12083.0,23.626290756069007,0,1,"[(0.516, 0.228)]",[12083.0],3,B,a
4,Ambul.ico   ,0.055,0.279,0.198,0.399,79314.0,35.468985043274074,0,1,"[(0.198, 0.399)]",[79314.0],3,B,a
5,ANANAS.ICO  ,0.1304348,0.04255319,0.126,0.221,7933.0,33.915362674646445,0,1,"[(0.126, 0.221)]",[7933.0],3,B,a
6,Anchor.ico  ,0.9130435,0.09422492,0.881,0.187,16429.0,18.649060275020723,0,1,"[(0.881, 0.187)]",[16429.0],3,B,a
7,Ant.ico     ,0.7188406,0.674772,0.508,0.893,73504.0,57.65403360723512,0,1,"[(0.508, 0.893)]",[73504.0],3,B,a
8,Apple.ico   ,0.8898551,0.9300912,0.87,0.822,34330.0,20.880933018798405,0,1,"[(0.87, 0.822)]",[34330.0],3,B,a
9,AUTO.ICO    ,0.2550725,0.5349544,0.18,0.579,57746.0,16.537527457135802,0,1,"[(0.18, 0.579)]",[57746.0],3,B,a
10,Bag.ico     ,0.4405797,0.2826748,0.517,0.633,51580.0,68.12707148452364,0,1,"[(0.517, 0.633)]",[51580.0],3,B,a
1,AARDAPP.ICO ,0.4289855,0.325228,0.579,0.551,96642.0,51.50273970977102,0,1,"[(0.579, 0.551)]",[96642.0],4,NT,a
2,AARDBEI.ICO ,0.159,0.027,0.205,0.102,10003.0,16.716761049916336,0,1,"[(0.205, 0.102)]",[10003.0],4,NT,a
3,Alarm.ico   ,0.034,0.486,0.085,0.508,16587.0,10.553127498519103,0,1,"[(0.085, 0.508)]",[16587.0],4,NT,a
4,Ambul.ico   ,0.4869565,0.04863222,0.484,0.127,20995.0,14.900470429522024,0,1,"[(0.484, 0.127)]",[20995.0],4,NT,a
5,ANANAS.ICO  ,0.1594203,0.7294833,0.243,0.855,75744.0,28.651601999510923,0,1,"[(0.243, 0.855)]",[75744.0],4,NT,a
6,Anchor.ico  ,0.73,0.201,0.877,0.126,30927.0,31.355181390003157,0,1,"[(0.877, 0.126)]",[30927.0],4,NT,a
7,Ant.ico     ,0.217,0.948,0.342,0.541,88792.0,80.89494050928029,0,1,"[(0.342, 0.541)]",[88792.0],4,NT,a
8,Apple.ico   ,0.415,0.725,0.821,0.524,57325.0,86.07587176439166,0,1,"[(0.821, 0.524)]",[57325.0],4,NT,a
9,AUTO.ICO    ,0.8985507,0.9392097,0.832,0.806,100067.0,28.29266506339299,0,1,"[(0.832, 0.806)]",[100067.0],4,NT,a
10,Bag.ico     ,0.759,0.02,0.492,0.844,67730.0,164.57389373773714,0,1,"[(0.492, 0.844)]",[67730.0],4,NT,a
1,AARDAPP.ICO ,0.827,0.467,0.301,0.892,92295.0,128.48566495916967,0,1,"[(0.301, 0.892)]",[92295.0],5,SimRI,a
2,AARDBEI.ICO ,0.1275362,0.7386018,0.107,0.704,42190.0,7.645039218986913,0,1,"[(0.107, 0.704)]",[42190.0],5,SimRI,a
3,Alarm.ico   ,0.5971014,0.1337386,0.45,0.074,69778.0,30.166066230954144,0,1,"[(0.45, 0.074)]",[69778.0],5,SimRI,a
4,Ambul.ico   ,0.055,0.279,0.776,0.138,27196.0,139.5849712540716,0,1,"[(0.776, 0.138)]",[27196.0],5,SimRI,a
